Period Desc.;Trade Flow;Reporter;Reporter ISO;Partner;Partner ISO;Commodity;Trade Value (US$)
2017;Re-Import;United Kingdom;GBR;China;CHN;Cocoa and cocoa preparations;87612
2017;Import;United Kingdom;GBR;France;FRA;Cocoa and cocoa preparations;336968050
2017;Export;United Kingdom;GBR;France;FRA;Cocoa and cocoa preparations;54829990
2017;Import;United Kingdom;GBR;Germany;DEU;Cocoa and cocoa preparations;515147392
2017;Export;United Kingdom;GBR;Germany;DEU;Cocoa and cocoa preparations;67079000
2017;Import;United Kingdom;GBR;India;IND;Cocoa and cocoa preparations;506791
2017;Export;United Kingdom;GBR;India;IND;Cocoa and cocoa preparations;621973
2018;Import;United Kingdom;GBR;China;CHN;Cocoa and cocoa preparations;7606980
2018;Export;United Kingdom;GBR;China;CHN;Cocoa and cocoa preparations;3769289
2018;Import;United Kingdom;GBR;France;FRA;Cocoa and cocoa preparations;351625067
2018;Export;United Kingdom;GBR;France;FRA;Cocoa and cocoa preparations;53584441
2018;Import;United Kingdom;GBR;Germany;DEU;Cocoa and cocoa preparations;552768167
2018;Export;United Kingdom;GBR;Germany;DEU;Cocoa and cocoa preparations;70391331
2018;Import;United Kingdom;GBR;India;IND;Cocoa and cocoa preparations;1551043
2018;Export;United Kingdom;GBR;India;IND;Cocoa and cocoa preparations;975797
2017;Import;United Kingdom;GBR;China;CHN;Preparations of cereals, flour, starch or milk pastrycooks' products;57847935
2017;Export;United Kingdom;GBR;China;CHN;Preparations of cereals, flour, starch or milk pastrycooks' products;58926246
2017;Import;United Kingdom;GBR;France;FRA;Preparations of cereals, flour, starch or milk pastrycooks' products;646288828
2017;Export;United Kingdom;GBR;France;FRA;Preparations of cereals, flour, starch or milk pastrycooks' products;156230279
2017;Import;United Kingdom;GBR;Germany;DEU;Preparations of cereals, flour, starch or milk pastrycooks' products;683096897
2017;Export;United Kingdom;GBR;Germany;DEU;Preparations of cereals, flour, starch or milk pastrycooks' products;80087864
2017;Import;United Kingdom;GBR;India;IND;Preparations of cereals, flour, starch or milk pastrycooks' products;15448341
2017;Export;United Kingdom;GBR;India;IND;Preparations of cereals, flour, starch or milk pastrycooks' products;2474001
2018;Import;United Kingdom;GBR;China;CHN;Preparations of cereals, flour, starch or milk pastrycooks' products;61846127
2018;Export;United Kingdom;GBR;China;CHN;Preparations of cereals, flour, starch or milk pastrycooks' products;92734378
2018;Import;United Kingdom;GBR;France;FRA;Preparations of cereals, flour, starch or milk pastrycooks' products;662079513
2018;Export;United Kingdom;GBR;France;FRA;Preparations of cereals, flour, starch or milk pastrycooks' products;168924667
2018;Import;United Kingdom;GBR;Germany;DEU;Preparations of cereals, flour, starch or milk pastrycooks' products;719637393
2018;Export;United Kingdom;GBR;Germany;DEU;Preparations of cereals, flour, starch or milk pastrycooks' products;101930737
2018;Import;United Kingdom;GBR;India;IND;Preparations of cereals, flour, starch or milk pastrycooks' products;18132081
2018;Export;United Kingdom;GBR;India;IND;Preparations of cereals, flour, starch or milk pastrycooks' products;2650561
2017;Import;United Kingdom;GBR;China;CHN;Preparations of vegetables, fruit, nuts or other parts of plants;56641535
2017;Export;United Kingdom;GBR;China;CHN;Preparations of vegetables, fruit, nuts or other parts of plants;2929286
2017;Re-Export;United Kingdom;GBR;China;CHN;Preparations of vegetables, fruit, nuts or other parts of plants;42049
2017;Import;United Kingdom;GBR;France;FRA;Preparations of vegetables, fruit, nuts or other parts of plants;183376444
2017;Export;United Kingdom;GBR;France;FRA;Preparations of vegetables, fruit, nuts or other parts of plants;59523612
2017;Import;United Kingdom;GBR;Germany;DEU;Preparations of vegetables, fruit, nuts or other parts of plants;372468655
2017;Export;United Kingdom;GBR;Germany;DEU;Preparations of vegetables, fruit, nuts or other parts of plants;50661158
2017;Import;United Kingdom;GBR;India;IND;Preparations of vegetables, fruit, nuts or other parts of plants;69570819
2017;Export;United Kingdom;GBR;India;IND;Preparations of vegetables, fruit, nuts or other parts of plants;2314805
2018;Import;United Kingdom;GBR;China;CHN;Preparations of vegetables, fruit, nuts or other parts of plants;60919092
2018;Export;United Kingdom;GBR;China;CHN;Preparations of vegetables, fruit, nuts or other parts of plants;3875703
2018;Import;United Kingdom;GBR;France;FRA;Preparations of vegetables, fruit, nuts or other parts of plants;198470039
2018;Export;United Kingdom;GBR;France;FRA;Preparations of vegetables, fruit, nuts or other parts of plants;61589457
2018;Import;United Kingdom;GBR;Germany;DEU;Preparations of vegetables, fruit, nuts or other parts of plants;341407677
2018;Export;United Kingdom;GBR;Germany;DEU;Preparations of vegetables, fruit, nuts or other parts of plants;31519167
2018;Import;United Kingdom;GBR;India;IND;Preparations of vegetables, fruit, nuts or other parts of plants;72532434
2018;Export;United Kingdom;GBR;India;IND;Preparations of vegetables, fruit, nuts or other parts of plants;3153264
2017;Import;United Kingdom;GBR;China;CHN;Miscellaneous edible preparations;62712632
2017;Export;United Kingdom;GBR;China;CHN;Miscellaneous edible preparations;45319959
2017;Import;United Kingdom;GBR;France;FRA;Miscellaneous edible preparations;327463539
2017;Export;United Kingdom;GBR;France;FRA;Miscellaneous edible preparations;213436173
2017;Import;United Kingdom;GBR;Germany;DEU;Miscellaneous edible preparations;473231471
2017;Export;United Kingdom;GBR;Germany;DEU;Miscellaneous edible preparations;404868117
2017;Import;United Kingdom;GBR;India;IND;Miscellaneous edible preparations;22920237
2017;Export;United Kingdom;GBR;India;IND;Miscellaneous edible preparations;5216244
2018;Import;United Kingdom;GBR;China;CHN;Miscellaneous edible preparations;70112450
2018;Export;United Kingdom;GBR;China;CHN;Miscellaneous edible preparations;43436163
2018;Import;United Kingdom;GBR;France;FRA;Miscellaneous edible preparations;334527185
2018;Export;United Kingdom;GBR;France;FRA;Miscellaneous edible preparations;200637767
2018;Import;United Kingdom;GBR;Germany;DEU;Miscellaneous edible preparations;549182784
2018;Export;United Kingdom;GBR;Germany;DEU;Miscellaneous edible preparations;402119143
2018;Import;United Kingdom;GBR;India;IND;Miscellaneous edible preparations;26159346
2018;Export;United Kingdom;GBR;India;IND;Miscellaneous edible preparations;5608156
2017;Import;United Kingdom;GBR;China;CHN;Beverages, spirits and vinegar;14260566
2017;Export;United Kingdom;GBR;China;CHN;Beverages, spirits and vinegar;171478630
2017;Re-Export;United Kingdom;GBR;China;CHN;Beverages, spirits and vinegar;71439
2017;Re-Import;United Kingdom;GBR;China;CHN;Beverages, spirits and vinegar;73688
2017;Import;United Kingdom;GBR;France;FRA;Beverages, spirits and vinegar;1903236805
2017;Export;United Kingdom;GBR;France;FRA;Beverages, spirits and vinegar;876539185
2017;Re-Import;United Kingdom;GBR;France;FRA;Beverages, spirits and vinegar;100933
2017;Import;United Kingdom;GBR;Germany;DEU;Beverages, spirits and vinegar;497099152
2017;Export;United Kingdom;GBR;Germany;DEU;Beverages, spirits and vinegar;415919167
2017;Re-Import;United Kingdom;GBR;Germany;DEU;Beverages, spirits and vinegar;2314
2017;Import;United Kingdom;GBR;India;IND;Beverages, spirits and vinegar;1568934
2017;Export;United Kingdom;GBR;India;IND;Beverages, spirits and vinegar;138177777
2017;Re-Export;United Kingdom;GBR;India;IND;Beverages, spirits and vinegar;36960
2017;Re-Import;United Kingdom;GBR;India;IND;Beverages, spirits and vinegar;155938
2018;Import;United Kingdom;GBR;China;CHN;Beverages, spirits and vinegar;15210025
2018;Export;United Kingdom;GBR;China;CHN;Beverages, spirits and vinegar;203450014
2018;Import;United Kingdom;GBR;France;FRA;Beverages, spirits and vinegar;1980642822
2018;Export;United Kingdom;GBR;France;FRA;Beverages, spirits and vinegar;845556380
2018;Import;United Kingdom;GBR;Germany;DEU;Beverages, spirits and vinegar;486337997
2018;Export;United Kingdom;GBR;Germany;DEU;Beverages, spirits and vinegar;444440784
2018;Import;United Kingdom;GBR;India;IND;Beverages, spirits and vinegar;1525392
2018;Export;United Kingdom;GBR;India;IND;Beverages, spirits and vinegar;192884368
2017;Import;United Kingdom;GBR;China;CHN;Food industries, residues and wastes thereof prepared animal fodder;91009127
2017;Export;United Kingdom;GBR;China;CHN;Food industries, residues and wastes thereof prepared animal fodder;49658016
2017;Re-Export;United Kingdom;GBR;China;CHN;Food industries, residues and wastes thereof prepared animal fodder;115801
2017;Import;United Kingdom;GBR;France;FRA;Food industries, residues and wastes thereof prepared animal fodder;227601146
2017;Export;United Kingdom;GBR;France;FRA;Food industries, residues and wastes thereof prepared animal fodder;94653529
2017;Import;United Kingdom;GBR;Germany;DEU;Food industries, residues and wastes thereof prepared animal fodder;215817927
2017;Export;United Kingdom;GBR;Germany;DEU;Food industries, residues and wastes thereof prepared animal fodder;135190570
2017;Import;United Kingdom;GBR;India;IND;Food industries, residues and wastes thereof prepared animal fodder;15482646
2017;Export;United Kingdom;GBR;India;IND;Food industries, residues and wastes thereof prepared animal fodder;27929811
2018;Import;United Kingdom;GBR;China;CHN;Food industries, residues and wastes thereof prepared animal fodder;109451438
2018;Export;United Kingdom;GBR;China;CHN;Food industries, residues and wastes thereof prepared animal fodder;44389644
2018;Import;United Kingdom;GBR;France;FRA;Food industries, residues and wastes thereof prepared animal fodder;225009714
2018;Export;United Kingdom;GBR;France;FRA;Food industries, residues and wastes thereof prepared animal fodder;120219294
2018;Import;United Kingdom;GBR;Germany;DEU;Food industries, residues and wastes thereof prepared animal fodder;214299606
2018;Export;United Kingdom;GBR;Germany;DEU;Food industries, residues and wastes thereof prepared animal fodder;146586828
2018;Import;United Kingdom;GBR;India;IND;Food industries, residues and wastes thereof prepared animal fodder;15455192
2018;Export;United Kingdom;GBR;India;IND;Food industries, residues and wastes thereof prepared animal fodder;4733102
2017;Import;United Kingdom;GBR;China;CHN;Tobacco and manufactured tobacco substitutes;1783524
2017;Export;United Kingdom;GBR;China;CHN;Tobacco and manufactured tobacco substitutes;10532
2017;Import;United Kingdom;GBR;France;FRA;Tobacco and manufactured tobacco substitutes;640553
2017;Export;United Kingdom;GBR;France;FRA;Tobacco and manufactured tobacco substitutes;2601920
2017;Import;United Kingdom;GBR;Germany;DEU;Tobacco and manufactured tobacco substitutes;81643382
2017;Export;United Kingdom;GBR;Germany;DEU;Tobacco and manufactured tobacco substitutes;1838128
2017;Import;United Kingdom;GBR;India;IND;Tobacco and manufactured tobacco substitutes;11659793
2017;Export;United Kingdom;GBR;India;IND;Tobacco and manufactured tobacco substitutes;66269
2018;Import;United Kingdom;GBR;China;CHN;Tobacco and manufactured tobacco substitutes;1162191
2018;Export;United Kingdom;GBR;China;CHN;Tobacco and manufactured tobacco substitutes;1000177
2018;Import;United Kingdom;GBR;France;FRA;Tobacco and manufactured tobacco substitutes;1310202
2018;Export;United Kingdom;GBR;France;FRA;Tobacco and manufactured tobacco substitutes;1750597
2018;Import;United Kingdom;GBR;Germany;DEU;Tobacco and manufactured tobacco substitutes;154268028
2018;Export;United Kingdom;GBR;Germany;DEU;Tobacco and manufactured tobacco substitutes;693717
2018;Import;United Kingdom;GBR;India;IND;Tobacco and manufactured tobacco substitutes;5850184
2018;Export;United Kingdom;GBR;India;IND;Tobacco and manufactured tobacco substitutes;35508
2017;Import;United Kingdom;GBR;China;CHN;Salt sulphur earths, stone plastering materials, lime and cement;52001932
2017;Export;United Kingdom;GBR;China;CHN;Salt sulphur earths, stone plastering materials, lime and cement;23469316
2017;Import;United Kingdom;GBR;France;FRA;Salt sulphur earths, stone plastering materials, lime and cement;59929655
2017;Export;United Kingdom;GBR;France;FRA;Salt sulphur earths, stone plastering materials, lime and cement;45070571
2017;Import;United Kingdom;GBR;Germany;DEU;Salt sulphur earths, stone plastering materials, lime and cement;74630778
2017;Export;United Kingdom;GBR;Germany;DEU;Salt sulphur earths, stone plastering materials, lime and cement;80750718
2017;Import;United Kingdom;GBR;India;IND;Salt sulphur earths, stone plastering materials, lime and cement;158366581
2017;Export;United Kingdom;GBR;India;IND;Salt sulphur earths, stone plastering materials, lime and cement;14312445
2018;Import;United Kingdom;GBR;China;CHN;Salt sulphur earths, stone plastering materials, lime and cement;54178286
2018;Export;United Kingdom;GBR;China;CHN;Salt sulphur earths, stone plastering materials, lime and cement;21937655
2018;Import;United Kingdom;GBR;France;FRA;Salt sulphur earths, stone plastering materials, lime and cement;63883376
2018;Export;United Kingdom;GBR;France;FRA;Salt sulphur earths, stone plastering materials, lime and cement;51981631
2018;Import;United Kingdom;GBR;Germany;DEU;Salt sulphur earths, stone plastering materials, lime and cement;77903211
2018;Export;United Kingdom;GBR;Germany;DEU;Salt sulphur earths, stone plastering materials, lime and cement;83344120
2018;Import;United Kingdom;GBR;India;IND;Salt sulphur earths, stone plastering materials, lime and cement;151561590
2018;Export;United Kingdom;GBR;India;IND;Salt sulphur earths, stone plastering materials, lime and cement;19579779
2017;Import;United Kingdom;GBR;China;CHN;Ores, slag and ash;9370635
2017;Export;United Kingdom;GBR;China;CHN;Ores, slag and ash;3749954
2017;Import;United Kingdom;GBR;France;FRA;Ores, slag and ash;6639699
2017;Export;United Kingdom;GBR;France;FRA;Ores, slag and ash;2898353
2017;Import;United Kingdom;GBR;Germany;DEU;Ores, slag and ash;181744609
2017;Export;United Kingdom;GBR;Germany;DEU;Ores, slag and ash;10394725
2017;Import;United Kingdom;GBR;India;IND;Ores, slag and ash;7074707
2017;Export;United Kingdom;GBR;India;IND;Ores, slag and ash;1637034
